sampleID;CLEC3A;CPB1;SCGB2A2;SCGB1D2;TFF1;MUCL1;GSTM1;PIP;ADIPOQ;ADH1B;HMGCS2;S100A7;CYP2B7P1;TAT;ANKRD30A;PRAME;CYP4Z1;SERPINA6;AGR3;UGT2B11;MUC6;KCNJ3;TFAP2B;MYBPC1;DHRS2;C4orf7;SLC30A8;KRT14;SOX10;STAC2;GABRP;CEACAM5;KRT5;COL2A1;TUSC5;GP2;VSTM2A;CALML5;GSTT1;FABP7;LEP;C1orf64;TFF3;PIGR;CRABP1;CST1;MUC5B;SYT13;GRIA2;KRT6B;PAM50_Label
TCGA-A1-A0SB-01;1.7015;6.6126;8.3479;7.7986;2.5742;4.8089;0.0;5.5251;7.3262;7.7299;5.9288;0.0;1.8887;1.8887;1.4865;9.5151;3.3234;0.0;1.2336;4.5282;1.2336;0.5366;5.5531;6.7757;4.5561;3.5061;8.6813;13.2805;12.6818;11.0361;14.0597;1.8887;15.2294;6.8952;4.688;0.0;0.0;12.3375;8.8457;11.4806;4.6626;0.0;4.5835;7.314;7.6863;0.5366;7.0795;4.8089;5.3289;8.0176;Normal
TCGA-A1-A0SD-01;5.6235;18.6283;10.0963;7.6039;12.5581;13.7045;1.5777;11.881;10.644;10.1888;10.6423;3.8312;10.4321;7.7879;8.218;1.5777;10.5302;1.4082;12.6258;4.9591;5.6428;2.9291;9.5753;3.1058;6.2746;2.4935;8.3743;12.047;7.7103;6.9665;9.2714;11.1912;12.6303;9.4056;7.7351;9.797;5.7107;6.3873;9.4189;9.6318;6.1047;7.9433;12.1231;6.3873;5.0192;10.9621;9.9811;12.459;6.0696;10.0003;LumA
TCGA-A1-A0SE-01;4.0415;6.2547;10.8725;9.9367;13.1286;10.6232;12.6025;7.3682;3.2059;6.7096;7.2327;0.0;6.3334;6.2671;10.5463;0.4104;5.5668;2.6474;10.7483;2.2079;4.7722;5.6161;11.0377;7.1582;9.0987;3.1535;5.3856;11.7612;9.9607;10.1795;10.7905;3.7554;12.5613;4.5871;1.861;9.2452;4.8959;6.8438;9.4036;4.5672;0.0;9.9521;12.6832;12.2774;9.0186;7.5715;5.2425;10.231;1.5726;7.7498;LumA
TCGA-A1-A0SF-01;0.8928;6.5801;14.1237;10.6065;13.1892;6.6495;10.5203;10.3385;10.2484;10.23;7.9046;0.0;8.7548;2.1464;9.6812;9.3633;2.6184;1.4402;12.8063;3.8786;10.2098;0.8928;11.6759;6.4376;8.3757;6.0563;8.7901;12.5349;8.2795;10.5408;7.533;2.8926;12.6395;7.1317;7.3058;10.4901;7.2653;5.1751;0.5144;2.7157;4.514;11.5537;13.8495;7.1095;4.6184;10.4611;9.432;4.1463;0.8928;8.8583;LumA
TCGA-A1-A0SG-01;0.0;1.8156;14.2148;9.0267;12.3048;7.0875;1.0566;10.1471;8.3475;7.8294;5.6634;0.4436;7.0009;5.3434;9.158;1.8156;5.7334;6.4673;10.2501;9.3097;11.8617;0.0;11.1679;3.8758;15.3485;7.9768;0.7824;9.6965;3.8758;4.3277;5.9672;5.0303;9.9129;9.0016;5.278;10.7455;8.4695;6.6229;10.5843;0.0;4.1342;10.5536;13.1957;6.3764;3.3219;7.9435;5.251;12.3565;4.5656;7.1763;LumA
TCGA-A1-A0SH-01;0.0;3.6913;17.1161;15.5172;9.8676;9.6917;8.1795;7.9117;1.2896;1.8189;1.2896;0.4449;5.6983;2.4152;7.8855;1.8189;3.0397;0.0;9.7985;8.8811;0.7843;3.2182;11.5752;8.5444;11.5047;6.8334;0.7843;11.6219;8.3742;9.0618;9.8837;5.2139;11.3793;3.8801;0.0;7.7075;0.0;4.5027;9.3362;4.9863;0.0;8.3328;11.5896;7.0882;5.6368;7.8039;6.3039;3.9492;2.5984;9.0062;LumA
TCGA-A1-A0SI-01;11.8279;6.9578;10.0564;5.5244;4.2665;14.8774;0.913;10.6559;6.9815;6.9475;11.3677;0.0;8.0641;3.1612;10.884;1.3054;12.6844;4.4718;9.1372;10.7402;1.3054;7.9825;11.251;3.2079;5.6733;1.1225;9.7542;9.2299;6.1386;5.7463;8.5189;11.5649;8.9796;1.3054;4.2665;9.5058;2.1958;12.1296;9.7992;6.7288;1.1225;5.9246;7.8191;10.1257;7.724;10.2988;13.015;8.1048;1.1225;3.9467;LumB
TCGA-A1-A0SJ-01;3.7481;4.3753;9.6581;5.327;12.1095;11.6443;10.5173;5.1149;11.9753;11.9114;9.3834;4.1261;8.6309;16.1732;9.6103;4.7337;2.7767;6.791;7.7284;1.0686;0.0;4.9876;8.2901;2.3288;16.1895;2.6138;3.8973;11.8207;6.5921;6.6352;8.6521;8.5725;12.3225;11.6484;9.2389;4.0324;3.0225;9.8596;3.9323;3.7869;10.1245;7.3459;10.0774;6.0227;2.3288;9.114;6.8833;10.0901;0.4497;9.4177;LumA
TCGA-A1-A0SK-01;1.5316;2.9295;2.9295;6.1994;1.1767;7.1707;3.7662;0.0;0.7051;0.7051;2.1592;0.7051;0.7051;3.0983;0.0;8.2959;3.2007;3.4705;0.0;0.0;9.0588;2.0537;14.0247;8.3045;9.287;2.6685;0.3953;4.9066;11.782;6.26;8.9099;3.6623;10.8291;13.4107;0.3953;0.7051;4.5582;9.4992;0.7051;2.6685;1.365;0.7051;12.3577;0.7051;8.6809;10.8185;8.1223;11.418;4.0937;6.9822;Basal
TCGA-A1-A0SN-01;1.3805;1.9585;16.1388;13.2145;11.1658;4.4493;1.1909;6.5448;4.7013;4.2929;4.8043;10.2909;7.8753;0.9725;8.9397;1.6982;7.4418;0.7149;11.4908;0.9725;0.7149;7.2177;2.9514;0.4013;3.2232;1.6982;9.4932;8.8473;5.7782;4.2203;8.2315;12.3087;9.6965;2.0729;1.8342;4.837;12.733;11.9069;7.7648;2.1788;0.0;4.5711;10.8891;6.6637;3.8227;8.6472;14.2577;11.2067;8.5029;7.4041;LumB
TCGA-A1-A0SO-01;1.2338;5.8251;1.6612;0.0;0.8569;0.3453;4.1507;0.0;5.8725;6.0885;0.3453;0.0;2.3378;0.3453;0.6236;12.699;0.0;0.0;0.0;0.0;0.8569;0.6236;1.7796;1.5323;2.3378;11.8014;0.3453;6.2406;12.4987;11.8839;14.1624;4.9164;6.9257;13.1207;3.7481;0.6236;0.0;13.0007;8.1596;5.7254;4.2565;0.6236;3.6888;3.8326;3.3494;4.4652;12.3825;10.3413;10.284;7.8284;Basal
TCGA-A1-A0SP-01;0.0;8.0917;6.1945;4.8072;4.2385;8.6258;1.6731;5.3622;8.7048;9.0578;4.0288;0.0;2.4271;4.346;0.7905;2.6106;2.8484;2.3257;2.0988;1.2982;3.1146;3.1146;11.8294;11.3917;1.4978;15.9899;0.0;11.2747;7.7638;4.3198;11.8767;0.0;14.9757;13.3861;5.4611;1.2982;1.2982;8.2677;0.0;8.4608;3.4874;0.4487;10.8564;1.9703;7.8416;9.838;11.5345;4.0607;0.4487;13.6581;Basal
TCGA-A1-A0SQ-01;0.0;18.2355;18.5355;14.5336;14.079;8.9138;10.5575;13.3044;8.2051;9.2115;4.348;0.0;7.8363;2.9742;9.7324;9.0692;1.3861;2.9742;11.1906;3.0464;5.4383;4.3763;3.6667;5.4649;4.7452;2.443;1.7742;9.6515;5.3975;6.0433;7.5248;15.6571;9.7351;5.5039;4.8896;7.3069;0.0;6.6061;10.2633;2.0798;1.7742;10.8748;16.4205;7.1187;3.1809;6.0868;12.0106;12.6341;10.7133;5.9045;LumA
TCGA-A2-A04N-01;0.0;4.5837;15.7119;12.8045;8.8817;8.43;12.9646;6.8065;4.2943;5.3857;6.1116;0.8419;7.7019;2.7955;10.7592;1.3701;10.796;8.4805;11.2355;4.7194;4.6306;1.7558;11.4501;5.0993;14.1196;6.3545;2.3109;9.4952;4.6535;5.4655;7.2956;4.7837;9.3547;3.4984;2.7955;7.7318;3.3935;6.3475;9.0932;0.4815;1.13;10.771;10.3169;7.2132;4.3515;9.9036;2.0599;7.4733;4.7628;7.0631;LumA
TCGA-A2-A04P-01;0.6028;1.0267;9.2488;5.0957;0.0;6.0855;7.7737;11.0808;6.9166;7.9353;5.8464;8.6711;4.6655;2.0398;0.0;11.4872;9.991;0.6028;0.0;0.0;1.3539;0.6028;6.0745;5.8068;1.0267;17.68;1.0267;8.7875;12.1691;7.8696;14.5466;4.2981;7.1921;3.2953;4.2199;0.6028;0.0;11.3891;0.6028;7.9864;2.5028;1.0267;5.4611;10.2895;10.1724;8.6876;7.3193;6.7459;2.6292;8.8967;Basal
TCGA-A2-A04Q-01;5.6543;2.8421;8.232;7.0625;7.2857;8.4905;0.0;6.8231;5.907;6.7933;2.7623;6.2878;2.3902;8.0757;4.5933;8.2096;2.7623;0.0;4.6608;0.4706;8.1579;2.1606;6.309;9.7447;2.2799;16.707;0.4706;11.4526;7.4314;9.4162;12.9926;1.5501;13.0663;3.7789;4.0036;3.3031;1.5501;6.323;8.3543;11.4959;2.2799;4.4732;8.2829;10.634;5.8599;3.7378;10.8243;2.1606;1.109;8.0737;Basal
TCGA-A2-A04R-01;0.0;19.9233;5.5322;4.5959;12.6493;5.9924;6.1405;5.6924;7.7068;7.6507;2.5132;0.0;9.941;1.9627;2.602;0.4459;0.0;1.666;12.2255;0.0;0.0;12.8184;3.8841;5.672;10.9213;0.0;4.72;9.1036;6.0006;6.4583;8.4638;7.9502;9.5778;11.8206;4.6385;5.4269;4.0117;4.2834;0.0;0.7861;3.5688;5.2321;12.2827;7.7584;3.0434;9.8584;3.5688;13.01;7.7487;5.672;LumB
TCGA-A2-A04T-01;2.3709;0.4305;0.0;2.636;0.7617;2.789;5.4519;2.5529;7.3886;6.464;1.6259;0.4305;1.4535;1.6259;0.0;11.821;0.0;0.0;0.4305;0.0;1.4535;0.4305;5.7133;5.1467;0.4305;7.1013;2.8598;10.8454;12.6701;11.7616;14.302;0.0;13.2878;10.5091;4.9977;1.9191;0.0;11.7073;9.203;9.7849;4.4505;0.4305;1.4535;2.3709;14.7092;7.4558;12.8158;5.9345;6.6353;6.9143;Basal
TCGA-A2-A04U-01;0.0;0.6036;2.2131;1.0279;1.8471;0.0;5.9492;1.6221;1.0279;0.0;1.8471;0.0;1.8471;2.3664;0.0;8.1185;5.546;0.0;0.0;0.0;0.0;0.0;0.0;6.293;5.6541;2.3664;0.0;9.3727;12.9354;8.6699;13.6106;0.6036;11.6008;4.7537;0.0;0.0;0.0;7.7345;0.0;10.1427;2.5048;0.0;3.1364;2.5048;12.4854;6.4384;9.7188;9.1922;3.4425;11.9314;Basal
TCGA-A2-A04V-01;0.0;8.1873;5.2508;3.0589;10.294;0.0;0.493;0.0;9.3003;9.7662;0.8598;0.0;10.3209;1.3949;10.6931;1.9456;5.0525;1.6027;11.8005;0.0;8.5617;5.9942;9.365;1.7843;9.0146;2.0906;6.0485;0.493;1.3949;1.3949;6.6439;5.2037;2.558;12.4557;7.3573;4.273;3.8946;0.493;9.4912;0.8598;6.5529;10.641;10.6494;1.7843;0.8598;11.2955;2.4546;12.1879;0.0;0.493;LumA
TCGA-A2-A04W-01;12.4971;3.0044;17.5686;11.3437;8.7591;10.3237;1.6605;9.8329;3.6879;1.3901;11.7323;5.4311;6.017;0.6232;7.2609;0.6232;4.6924;0.0;3.5615;15.671;0.0;0.0;10.8321;0.0;8.438;0.0;0.0;4.7222;0.0;9.0246;10.3225;12.4195;4.941;1.057;0.0;1.3901;2.0456;12.7803;8.0916;0.0;0.6232;3.9624;12.6859;7.2811;2.0847;8.0451;13.6797;11.4193;0.0;3.0984;Her2
TCGA-A2-A04X-01;0.0;1.6612;18.0145;16.1792;14.9551;9.7769;0.4441;11.1978;3.6058;3.9466;12.0254;0.0;10.7254;1.6612;0.0;2.6796;1.0576;5.0636;11.1914;13.7997;2.3118;0.0;2.6796;4.3551;2.9046;7.0545;0.0;8.24;4.3033;3.9124;6.9532;14.588;8.3461;2.0855;2.5961;0.0;0.0;7.8538;10.3854;2.3118;1.0576;9.2818;15.4268;4.405;3.9124;7.1673;10.0211;9.3582;0.0;6.2611;Her2
TCGA-A2-A04Y-01;0.0;1.8783;5.0784;2.7415;14.3001;14.612;2.5894;10.2795;10.8013;10.5512;8.6671;1.8783;14.1371;6.4259;10.7771;1.4184;6.035;6.9595;6.2016;1.5885;9.2196;6.6917;11.7571;6.035;10.4368;4.2274;8.6777;9.3045;6.351;7.5131;8.0821;1.0027;9.1337;3.0046;8.5184;4.148;0.0;6.9787;6.3628;3.9118;8.4783;8.2341;12.2042;7.749;3.9746;11.0235;8.8029;10.7057;1.2254;3.8123;LumB
TCGA-A2-A0CK-01;0.0;8.153;11.3864;8.1114;9.8138;6.4573;1.5946;7.2642;11.5565;11.6801;8.0133;0.0;11.8963;7.8308;9.2438;1.5946;8.8378;0.4895;11.2734;4.3212;11.6178;9.7339;11.4575;4.6108;2.213;7.552;3.4191;11.9951;8.1324;9.3804;8.5972;5.581;11.0647;2.7348;10.6045;6.7286;0.8545;7.2868;11.101;3.9584;8.9797;8.3799;10.9839;8.0065;6.5903;3.1172;4.5868;10.9317;2.213;7.8231;LumA
TCGA-A2-A0CL-01;12.0808;1.0785;4.2878;1.3119;9.4513;4.3677;9.6116;8.2523;11.8045;11.733;0.0;0.4548;10.2466;1.3119;2.344;3.7259;4.144;0.0;6.572;0.0;2.6297;8.9633;4.3677;6.4611;13.927;3.5992;3.4604;9.4235;6.2313;6.9591;9.1099;3.6849;10.7124;2.9395;8.3341;5.1485;0.0;3.5992;6.5776;4.3149;6.1049;2.4456;8.0021;7.7793;5.4223;1.9874;8.124;8.1279;0.8002;6.7214;Normal
TCGA-A2-A0CM-01;0.5474;3.6482;0.5474;0.5474;0.0;7.8245;6.1528;0.5474;5.6147;4.4744;0.0;6.4403;0.5474;1.2537;0.0;1.2537;0.0;0.0;0.0;0.0;1.7258;0.0;0.0;8.2771;2.3656;7.5539;0.0;13.7976;2.7089;2.3656;13.8448;7.9073;13.6237;5.1544;2.4893;0.0;0.5474;12.6126;6.8966;4.5895;1.509;0.0;2.7089;2.4893;11.2191;5.7691;13.2658;1.2537;0.0;11.6316;Basal
TCGA-A2-A0CO-01;5.4604;15.1119;11.9475;10.6575;12.6273;12.6169;0.8762;12.2411;12.231;12.2274;11.6966;0.0;10.055;9.5452;8.5342;2.685;12.3852;5.8003;10.073;5.4036;7.3569;8.6316;11.5863;6.5049;6.7981;8.5631;4.1465;13.0316;8.4608;10.4366;9.3512;12.0366;12.8828;3.8862;10.7296;12.0198;0.5037;11.534;9.4673;3.4629;9.0888;9.5904;11.7807;9.6419;4.5324;6.0929;11.5459;4.633;10.9906;9.4909;LumA
TCGA-A2-A0CP-01;10.22;10.1383;14.2515;10.5158;8.0208;12.0279;0.74;10.5086;8.0969;9.9614;8.7435;1.8801;8.9335;10.542;9.7452;0.0;6.6467;8.5404;10.4517;5.715;4.7975;0.74;11.2621;7.3326;8.2604;8.0466;3.5514;12.7113;9.5436;11.0691;10.5198;2.1214;12.5315;5.6418;6.7758;3.9768;7.5762;4.4885;10.1434;5.7889;5.3884;9.5002;11.3779;8.1625;6.8193;7.1809;4.2037;7.7737;2.5089;9.4472;LumA
TCGA-A2-A0CQ-01;0.0;5.0356;6.9448;6.3018;13.3556;5.4671;12.5543;17.1536;5.082;5.4787;7.069;2.1931;16.3599;2.0758;11.3481;0.0;6.9067;2.6689;13.4809;0.0;2.6689;10.4701;10.8161;4.9041;10.3782;3.6771;8.2479;9.3808;4.4173;4.8515;4.5552;9.8721;9.0238;4.4879;2.4969;8.1073;0.0;7.4746;10.1531;1.051;2.4969;7.746;12.1476;8.847;0.7779;7.9681;10.5554;13.0528;3.7555;5.1706;LumA
TCGA-A2-A0CR-01;1.225;7.2238;15.1896;12.261;11.9269;13.0743;2.9426;12.181;8.2531;8.4201;8.8533;2.7648;5.8375;10.0887;7.3592;4.2691;5.0095;9.9815;11.6536;6.8247;5.453;1.4769;10.7364;5.8818;9.2122;9.5065;2.3256;13.7762;9.901;11.649;10.5478;6.1678;12.5113;4.0918;7.712;5.6061;8.9577;8.0832;11.0765;7.577;6.8473;10.5051;13.8308;11.3836;8.1684;11.5458;7.3632;5.8598;1.4769;10.1607;LumA
TCGA-A2-A0CS-01;0.0;12.1852;10.2375;8.8803;9.2188;9.4788;9.8415;15.8857;0.0;0.0;3.5378;5.6414;10.5687;0.5474;9.6683;9.0915;13.602;10.1198;12.5321;13.8104;6.7922;8.0294;9.8137;10.3652;8.621;2.8993;10.3382;7.273;2.9859;3.8918;4.444;8.0395;6.565;3.0676;0.0;9.9288;11.652;4.771;10.3289;0.0;0.0;4.6436;10.8025;9.6707;6.7055;8.3825;3.288;2.7088;8.6277;2.3655;LumA
TCGA-A2-A0CT-01;5.2076;6.3885;7.4191;4.8163;3.7593;4.8375;11.8686;3.7141;4.368;4.8995;4.3385;3.4081;8.2384;0.504;0.0;2.1192;8.878;1.1726;11.5586;2.9428;0.0;7.9326;2.589;1.418;6.7938;1.6277;11.7413;10.2961;3.0917;5.3913;5.9934;7.8772;13.2593;11.5564;1.418;6.4993;12.5579;4.0778;9.3411;1.6277;0.0;10.6649;5.3024;5.5019;1.8108;7.7116;3.4081;5.287;5.287;10.3997;LumA
TCGA-A2-A0CU-01;0.0;0.8186;1.3376;0.8186;8.2703;11.0721;8.9856;1.8769;11.8184;10.924;1.1013;0.0;8.1338;12.7241;8.3917;10.607;2.5762;5.6837;10.0149;0.0;4.1225;5.3608;1.3376;3.4499;12.1396;3.5937;5.8553;6.8235;3.7656;6.2302;5.3741;8.6725;6.5276;12.2622;8.92;4.6249;1.6144;2.0196;9.651;0.4665;6.6696;9.891;12.5955;2.4808;7.6239;7.0272;4.5327;6.7689;7.3066;4.4595;LumA
TCGA-A2-A0CV-01;4.3765;4.1623;11.5127;10.1091;7.9221;11.9703;10.1852;12.8572;4.042;7.4833;7.8397;1.5877;6.9399;11.3854;9.3955;1.4432;12.895;8.8581;12.6577;3.8252;1.5877;2.4814;11.1254;13.6176;3.2187;7.9756;2.0537;12.2904;8.6485;9.5813;10.2563;7.9067;11.7531;4.4157;2.688;5.9549;0.3635;11.8023;0.0;5.8585;0.3635;3.3048;8.6392;9.5065;5.7474;9.9527;5.6602;3.9379;0.3635;9.4325;LumA
TCGA-A2-A0CW-01;5.2724;5.589;5.4249;2.9279;12.0627;9.1285;12.6595;9.3054;2.8146;1.5906;3.0828;12.6518;2.409;2.626;7.026;9.3613;3.1309;1.7221;9.539;1.7221;9.504;9.0879;8.5789;0.0;7.5794;1.2851;4.3806;7.6263;4.2987;4.4581;5.3758;6.6461;7.7256;1.4459;0.897;11.0964;11.8006;12.4616;7.8762;1.2851;1.1041;9.4212;12.3151;3.4291;5.3456;7.6263;11.8612;8.943;1.4459;5.1839;LumB
TCGA-A2-A0CX-01;12.6757;1.3865;10.0819;4.7885;7.3686;14.9087;1.9355;9.7425;3.1814;0.0;10.6163;11.0096;1.7747;9.5732;0.0;4.4586;11.0797;0.0;7.2007;4.7856;3.4712;7.6725;7.5504;5.7186;6.495;0.0;5.3273;9.8681;4.5106;8.445;6.6007;6.3454;10.0921;3.1814;0.0;7.3184;0.0;4.3197;9.3629;7.1192;1.3865;6.8583;7.1317;9.8836;6.0959;6.3947;14.3174;3.8398;0.0;7.8111;Her2
TCGA-A2-A0CY-01;0.0;8.0055;5.7493;2.706;12.0262;7.8181;2.4052;8.8228;0.0;3.4359;0.0;7.1266;9.4866;3.5909;0.0;13.4322;0.0;2.0248;4.2328;3.9183;1.7889;0.0;10.325;0.6906;2.0248;0.0;0.0;7.7333;3.8585;2.2275;7.2539;8.8896;7.4439;4.2792;0.0;9.6954;1.9828;14.478;10.0539;0.0;2.4052;1.5067;15.0573;2.8357;6.8706;2.9547;14.0953;8.8859;0.0;9.6017;LumB
TCGA-A2-A0CZ-01;0.0;11.9091;16.2645;15.4569;9.7151;11.4966;1.2801;8.4237;12.2625;12.5151;6.288;0.5619;8.5241;7.8095;7.9606;11.1391;6.0181;0.5619;9.1836;1.9475;11.7601;4.3592;11.306;8.02;6.288;7.581;4.3923;11.8565;10.0434;9.3048;11.2104;5.3064;12.2734;5.1604;9.6636;6.4926;0.0;6.7116;7.8278;5.4703;7.5224;10.3332;11.4517;12.7103;7.5336;5.3742;6.7694;5.141;2.1155;7.7879;Normal
TCGA-A2-A0D0-01;0.0;0.0;0.4976;0.4976;0.0;0.0;11.3883;0.0;0.0;0.0;0.4976;11.4425;0.4976;0.8669;0.0;9.7826;4.9573;0.0;0.0;0.0;0.4976;0.0;0.0;3.9463;3.9843;6.2704;0.4976;9.6282;11.816;14.3598;12.84;2.571;13.4175;0.4976;1.1607;0.0;0.0;6.9702;8.8423;10.7898;0.0;0.0;0.0;2.6677;8.3899;2.1026;9.434;4.6133;0.8669;14.2036;Basal
TCGA-A2-A0D1-01;0.0;9.2388;8.474;5.1057;1.746;5.4072;6.9909;4.4718;1.5278;0.9573;1.5278;0.0;1.746;2.7334;10.4033;0.0;4.6716;0.0;3.5644;0.0;15.6709;9.703;13.3126;1.2706;5.0245;0.9573;7.5968;4.6716;1.5278;2.2531;4.0883;6.5937;4.9605;2.6275;0.0;4.2034;0.0;8.2822;10.5263;11.2974;0.0;2.5132;11.8528;3.0113;3.6749;2.8321;2.5132;14.1144;0.0;3.2442;Her2
TCGA-A2-A0D2-01;1.686;2.7895;7.2213;5.5494;3.5956;6.1241;1.686;1.9844;6.6763;7.3213;0.7984;4.4147;1.0765;2.3408;1.3095;8.8561;3.4074;0.0;3.6812;0.0;1.9844;0.0;4.7678;2.4424;3.7222;12.6956;0.4538;8.7486;11.7715;11.1417;13.6059;0.7984;13.5588;6.184;3.762;0.7984;0.0;8.2254;8.761;7.9493;2.7895;1.51;4.8625;7.9665;6.7475;2.5373;11.2512;0.7984;0.4538;12.9302;Basal
TCGA-A2-A0D3-01;4.7264;0.7179;0.7179;0.9762;10.6994;6.4229;5.7078;10.5929;7.1618;6.5915;0.0;12.3714;2.8331;14.4314;10.8592;0.7179;8.6351;0.0;11.4457;0.4032;0.4032;0.0;12.5487;15.8786;3.3716;2.2837;2.0787;7.9103;2.7663;5.299;7.3098;8.353;8.6163;1.8397;3.7281;8.1826;1.041;10.4227;0.4032;4.2025;1.7035;8.3228;11.0244;5.5178;4.4566;8.5972;12.8438;3.9847;0.4032;7.5792;LumA
TCGA-A2-A0D4-01;5.3924;19.376;8.7154;6.3565;11.7726;11.5194;8.5924;9.6625;10.0716;10.3712;6.1663;1.0461;3.8658;14.9095;10.0475;5.6358;6.6368;2.7205;11.0219;0.6159;5.7184;11.0524;4.7019;1.3771;9.5175;0.6159;7.3941;8.7841;5.7756;7.8685;7.4653;9.4194;8.1485;4.3902;8.2003;8.4404;8.4328;5.1326;8.4602;2.3951;7.053;9.5614;11.1826;6.2085;1.2211;2.599;10.7986;6.3376;1.8728;6.0895;LumB
TCGA-A2-A0EM-01;13.0392;8.5354;15.5695;13.9057;13.2836;5.8798;3.7849;14.7119;7.6758;8.1463;5.0734;0.0;13.5985;6.2193;9.0855;0.0;13.5385;5.2588;10.7321;13.8752;7.1567;8.3749;11.6775;5.7714;4.3597;0.4384;8.9839;11.5083;4.7122;3.6689;3.2514;7.542;11.2593;4.1449;5.47;11.8456;0.0;2.1862;0.0;0.0;4.7508;10.3809;11.809;7.7154;0.7742;8.9092;9.663;3.8216;0.4384;7.9068;LumA
TCGA-A2-A0EN-01;0.4116;7.9885;13.474;11.3156;13.8961;9.5075;10.5348;14.2887;13.1347;12.4192;11.9446;15.9481;12.0891;13.9109;9.4364;2.2119;13.2815;1.9899;10.58;5.3674;2.1051;0.7316;11.7841;5.4572;11.6059;5.4787;7.1262;9.0652;5.1833;5.4131;7.2534;3.0471;8.8352;1.576;9.9908;10.7608;0.4116;3.261;7.209;1.7276;8.1764;9.7794;12.3284;7.7077;2.2119;10.7622;11.7435;9.7168;4.5519;5.6873;LumA
TCGA-A2-A0EO-01;3.7606;2.1975;14.672;13.2013;12.3734;6.0269;1.2837;13.209;8.3246;9.469;3.031;0.7802;10.6522;4.8921;10.3345;1.0538;6.5803;7.3498;11.4778;3.0929;1.6563;1.8118;10.6168;6.0814;11.2486;5.5738;3.031;12.5674;9.0044;10.006;11.0426;5.8134;12.9201;9.6608;5.4841;7.8953;6.0139;6.9079;10.1243;4.1585;6.1988;6.2197;12.138;10.5351;5.9536;7.7539;6.6896;4.0058;1.0538;9.5589;LumA
TCGA-A2-A0EP-01;11.2032;2.4986;4.3412;1.7336;11.9867;11.0466;10.0194;11.1799;13.1313;12.9408;10.3321;10.4767;7.5676;11.0284;8.4533;2.8703;12.603;0.0;10.6469;6.0448;4.9023;4.6392;10.7828;1.871;5.8533;8.036;3.9651;7.0027;4.0544;4.3174;3.1112;7.0102;8.6605;0.0;11.2848;9.3432;6.1458;12.2894;9.0231;0.0;9.6928;7.399;10.8191;6.7186;4.965;9.9066;11.2657;3.4981;6.1107;2.9344;LumA
TCGA-A2-A0EQ-01;7.2546;4.2659;0.0;0.0;8.3096;7.5637;7.6614;8.9708;7.0214;6.9065;5.2119;0.5003;1.802;4.4686;11.0428;3.339;11.787;0.0;3.0084;0.0;14.0942;1.802;13.1085;0.5003;13.6673;6.7652;9.0897;3.9158;0.5003;2.1097;2.475;1.6194;6.6508;9.0787;4.9076;7.2971;0.0;3.9549;9.9121;0.0;3.7479;5.9035;11.5972;3.2157;5.5926;6.1253;3.3969;7.7419;0.8711;2.242;Her2
TCGA-A2-A0ER-01;0.0;20.1945;16.4124;10.8131;13.6206;8.0399;10.9367;6.8444;8.1573;8.4548;3.8339;1.3258;6.8817;4.6843;10.9763;0.0;3.0413;8.3733;11.2154;7.505;13.3547;7.3945;11.2807;2.4648;6.8406;3.6728;2.8735;8.3455;4.5045;6.0266;5.6985;6.5839;8.3239;2.0049;4.5608;11.4706;0.3801;2.0049;9.4265;3.7394;3.8936;10.2993;14.5888;3.5667;10.1664;0.3801;8.3915;13.5364;6.5748;4.5235;LumA
TCGA-A2-A0ES-01;3.3098;7.3051;16.2966;14.3405;13.399;12.9964;1.5148;13.5683;9.6047;10.0445;11.4241;1.3138;5.4503;13.143;10.1124;0.8016;8.0138;11.7218;10.5364;6.5682;11.4835;2.5434;11.5051;11.4224;8.9309;6.0688;0.8016;11.8204;9.7844;11.6306;10.6431;4.5417;13.7354;7.0255;7.5189;7.2499;0.4558;4.7352;0.4558;5.8815;8.4958;10.0998;12.4974;10.3233;5.7876;5.7876;8.8829;5.9086;4.8696;11.339;LumA
TCGA-A2-A0ET-01;0.0;14.5163;0.8581;1.3924;11.3204;0.3459;0.3459;6.0326;7.7517;7.5265;1.2353;0.0;14.8414;0.0;10.6206;0.3459;9.4525;0.0;11.1276;3.0474;0.8581;9.9503;0.6245;0.0;1.0589;0.0;6.5279;2.9582;0.8581;0.3459;1.3924;8.3902;2.5547;14.7013;5.7929;12.2489;5.3349;1.0589;0.0;0.0;5.8817;5.4074;12.4123;3.8351;0.0;7.6208;0.0;15.0485;13.636;0.0;LumA
TCGA-A2-A0EU-01;5.7719;9.6617;8.0937;6.4334;2.5281;0.0;12.1855;4.5392;8.0467;8.3972;0.0;3.3418;7.4806;8.1145;11.0051;3.6915;3.8589;8.8821;11.9297;1.5786;2.4251;4.0089;3.5022;5.7823;15.4004;0.4826;4.1447;9.4882;2.0631;2.9551;4.3831;8.1812;13.4752;8.2506;5.035;6.1564;1.6497;4.044;8.1812;0.0;5.1033;9.3064;7.1135;5.0696;2.0631;7.0587;3.2841;11.7642;0.0;10.6875;LumA
