sampleID;CLEC3A;CPB1;SCGB2A2;SCGB1D2;TFF1;MUCL1;GSTM1;PIP;ADIPOQ;ADH1B;HMGCS2;S100A7;CYP2B7P1;TAT;ANKRD30A;PRAME;CYP4Z1;SERPINA6;AGR3;UGT2B11;MUC6;KCNJ3;TFAP2B;MYBPC1;DHRS2;C4orf7;SLC30A8;KRT14;SOX10;STAC2;GABRP;CEACAM5;KRT5;COL2A1;TUSC5;GP2;VSTM2A;CALML5;GSTT1;FABP7;LEP;C1orf64;TFF3;PIGR;CRABP1;CST1;MUC5B;SYT13;GRIA2;KRT6B;PAM50_Label
TCGA-A7-A4SA-01;6.1732;16.2391;5.9075;4.6277;12.6771;8.0984;2.4365;7.7148;11.8752;11.5108;9.0379;0.0;10.5945;6.1842;4.2634;3.0306;5.4604;1.91;10.0388;0.0;4.6277;9.497;5.8257;7.0714;6.7625;0.0;5.2672;9.9189;7.6725;7.5504;10.1067;3.4502;10.6195;4.457;10.1689;8.6728;8.3216;6.0465;9.1681;2.2814;6.4255;4.5951;11.3133;10.4659;4.0873;11.4138;8.9424;9.374;6.2379;4.1333;LumA
TCGA-A7-A4SB-01;0.0;6.7355;15.2628;9.4317;15.6541;10.8974;2.6237;5.1925;9.076;8.7772;5.0499;0.6542;4.8635;6.5798;10.8005;13.3725;3.175;5.9498;10.6734;1.1026;12.3281;0.6542;12.2935;5.3831;7.1913;0.6542;1.1026;10.3893;5.5336;7.3263;8.0241;5.9091;10.9021;10.0592;8.172;9.9244;0.0;4.0435;9.745;1.4442;6.4438;10.5065;15.7581;6.9313;0.0;1.4442;3.0803;9.5424;3.175;6.3955;LumA
TCGA-A7-A4SC-01;13.0335;5.9292;7.5074;4.8118;14.774;12.3392;2.3317;11.3684;11.0447;10.9056;14.3211;11.4072;14.3247;7.3735;10.8961;2.4881;9.9436;0.0;10.6388;0.0;2.3317;0.6565;10.8741;5.2435;5.6599;1.1061;3.7738;11.2519;8.5284;9.6844;8.9759;9.231;11.6444;2.6291;8.8697;15.4535;0.0;3.7117;9.8285;1.9566;6.1206;6.7953;13.6101;10.8364;3.8905;8.4185;11.2587;6.1443;3.3534;7.413;LumA
TCGA-A7-A4SD-01;0.0;0.5826;0.0;0.0;0.0;0.9964;6.4523;2.8012;0.5826;0.0;1.5801;6.2967;0.5826;0.9964;0.0;10.9135;1.9946;2.1643;1.3176;0.0;5.0374;0.0;0.0;7.8257;3.517;8.117;0.0;12.2474;6.0041;9.2932;13.4698;0.9964;15.5127;1.5801;0.5826;0.0;0.5826;7.7544;6.0482;7.1678;1.3176;1.8022;1.3176;10.4721;6.2217;4.9238;11.8609;9.5759;0.5826;13.2766;Basal
TCGA-A7-A4SE-01;2.1761;3.6023;6.1457;3.2926;3.7353;5.1777;9.7428;5.3536;8.2182;8.6581;4.7759;3.2035;3.7353;4.7127;3.7353;8.5335;3.3764;0.0;4.1708;0.0;4.217;0.0;5.5103;5.0301;1.9756;9.985;6.6792;15.83;9.985;9.1141;14.511;0.0;16.7312;11.1402;6.0079;4.0736;0.0;8.8701;6.7118;3.007;7.818;1.1198;4.3053;7.1112;10.2629;8.9646;9.108;9.111;2.1761;15.3047;Basal
TCGA-A7-A4SF-01;13.8304;1.9213;8.5851;8.2936;5.1525;7.6522;10.8321;7.7784;4.1017;3.789;5.2822;0.0;11.3853;1.4182;1.6916;0.6392;7.2488;2.449;11.2475;2.1194;10.3087;1.4182;1.0807;0.6392;11.6275;3.4641;11.7709;5.4011;1.4182;1.4182;4.3585;6.0972;5.8407;12.2744;2.2936;4.9592;7.1874;8.7806;9.9907;0.0;1.4182;10.6826;9.5309;8.1537;1.4182;1.0807;0.6392;1.9213;1.0807;3.603;Her2
TCGA-A7-A56D-01;11.3173;4.7207;16.6666;14.9425;13.1359;10.0024;2.117;8.0;2.5041;0.0;2.809;12.3043;8.0876;2.5041;5.0463;10.7364;11.3434;2.117;11.671;0.7378;2.3235;0.0;8.077;0.7378;7.8702;0.0;9.2008;7.82;0.0;5.3827;1.2235;7.7501;7.3914;7.8242;0.0;6.8557;9.7153;12.8318;11.5548;0.0;2.3235;10.1385;15.2841;6.8136;11.4812;11.2148;13.4425;8.9821;2.3235;1.2235;LumA
TCGA-A7-A5ZV-01;0.0;3.5574;1.5366;2.8752;0.0;2.8752;4.0187;0.0;0.0;0.0;0.0;4.5348;3.2076;1.8217;0.0;9.7487;0.0;2.4425;0.0;0.0;1.5366;0.0;6.6141;5.7611;2.0596;0.0;0.7081;17.7138;11.794;3.9013;9.163;1.8217;15.6978;16.2589;0.0;0.0;0.0;1.8217;10.3605;6.5953;1.8217;0.0;0.0;0.7081;6.8855;0.0;9.0978;6.9535;7.0601;14.9595;Basal
TCGA-A7-A5ZW-01;0.0;5.3489;10.9135;7.3813;10.0639;2.8587;2.045;12.9236;1.2265;4.8427;4.5165;6.7753;7.3735;11.0662;9.005;1.4786;11.1844;3.9349;11.0785;2.4507;9.194;0.0;11.6364;8.0929;10.393;5.1086;2.3277;12.5864;7.9749;8.758;9.4017;5.735;11.3407;5.2676;0.5328;7.043;0.0;5.6605;9.6481;5.0514;0.921;10.3197;10.392;8.7875;4.8869;2.564;7.2936;5.1086;2.669;8.832;LumA
TCGA-A7-A5ZX-01;0.0;9.4169;10.9438;8.5727;10.5597;11.7294;2.3483;11.1148;6.2917;8.9123;9.2082;1.9503;7.8362;12.2682;9.5162;1.6069;11.1103;5.1776;10.7561;6.3424;9.2544;4.0126;12.1842;7.6341;4.5296;5.9818;2.0955;13.8846;9.9496;11.1459;8.4276;5.771;13.3092;8.2255;2.916;8.3592;0.4949;7.1348;11.0165;5.8344;0.4949;9.7175;10.8922;7.4505;5.6231;8.8317;7.0792;5.8752;2.5633;9.3168;LumA
TCGA-A7-A6VV-01;0.0;3.1444;3.2041;1.0843;0.0;4.0278;8.8801;7.3227;5.1286;5.7457;0.8048;3.3165;1.0843;2.1247;0.4578;9.2599;8.3098;1.0843;0.8048;0.0;0.0;0.0;2.5496;6.3317;2.3527;5.0657;0.4578;13.6456;12.668;9.9064;10.9115;3.3696;14.6777;1.5196;2.6388;0.0;0.0;12.9212;0.4578;7.4879;3.7359;0.0;1.9955;5.6523;11.035;2.6388;12.7287;6.8014;2.3527;13.856;Basal
TCGA-A7-A6VW-01;1.9148;6.5588;1.9148;3.2888;2.9;6.5374;10.1597;5.5458;5.3309;5.7698;0.0;12.1754;3.1456;2.3662;0.0;9.9028;10.1368;2.6039;7.7343;0.9437;1.5094;0.9437;6.8169;4.35;4.6968;12.2444;0.5476;13.6609;1.2541;10.82;14.165;7.0408;14.2374;2.2308;3.8926;0.0;1.7263;10.978;5.9531;2.3662;1.9148;0.9437;6.2354;13.9626;10.3256;7.5188;10.1828;6.6278;0.0;13.3901;Basal
TCGA-A7-A6VX-01;14.17;9.2182;14.6687;12.3126;4.1482;3.8805;10.7129;13.364;6.8683;8.0301;2.0011;0.0;9.4553;2.6201;8.0744;5.2601;13.9918;2.6201;10.1124;0.515;2.8086;0.8938;12.1217;0.515;4.8945;0.0;2.4033;7.6067;2.5158;3.7486;4.2164;8.1806;7.3195;4.8088;5.052;8.8088;1.2229;3.3232;8.7949;0.515;2.4033;6.4181;9.4394;12.3345;12.018;4.1129;2.6201;8.7539;0.8938;4.1482;LumB
TCGA-A7-A6VY-01;0.7586;1.0269;5.7528;4.7884;0.0;3.634;6.5068;3.0468;0.4286;1.4486;2.3648;11.7209;1.7745;4.9903;0.0;10.0354;0.0;0.0;2.9207;0.0;1.0269;0.0;2.2645;8.3184;3.891;13.0093;0.7586;13.4644;10.8169;7.7513;12.0547;1.4486;13.6878;0.0;0.0;0.0;0.0;5.6171;7.954;12.2999;0.7586;0.0;1.9135;8.7537;7.1892;8.595;10.2187;5.374;1.7745;14.9913;Basal
TCGA-A8-A06N-01;0.0;7.615;6.4551;6.3083;6.6556;4.3898;2.6502;0.5449;2.4222;0.0;0.0;0.0;8.6563;11.4988;10.1479;0.2981;7.6875;0.9395;11.0468;4.8796;2.2239;11.4299;10.9637;1.8173;5.1182;0.0;8.0703;0.2981;0.2981;0.0;0.0;5.2194;0.0;14.866;0.0;8.4747;0.5449;0.5449;10.0585;0.0;0.0;11.3767;11.1179;0.5449;0.0;0.0;2.0747;12.8975;3.2111;0.0;LumB
TCGA-A8-A06O-01;8.0907;10.2951;10.9276;10.3748;7.3886;5.8522;10.1682;5.313;11.5226;11.4556;7.5253;0.0;13.477;2.2447;6.886;10.9671;6.3009;5.8437;11.7006;0.7484;3.1951;6.9706;11.1392;1.2386;8.3887;1.2386;9.7379;3.9961;2.3446;1.7568;5.1568;9.1454;4.5082;5.0863;8.8986;8.3651;2.1317;2.0213;9.6558;0.0;8.273;9.1771;10.3862;9.8286;3.3474;10.6129;3.689;7.171;1.0142;2.4381;LumB
TCGA-A8-A06P-01;7.3245;3.8953;12.9517;9.9543;10.4343;5.8374;2.1059;10.0401;10.7206;11.2489;4.4692;1.8654;7.6529;3.8629;8.528;1.4072;5.3454;9.7804;10.387;5.4129;8.8078;1.9907;10.3099;1.7283;14.2458;1.2153;3.7611;4.725;1.4072;1.4072;7.5925;4.9421;4.5529;7.1475;8.1692;7.8925;0.732;6.3335;7.0822;0.732;7.1031;9.8753;11.2883;1.8654;6.3096;8.5216;6.9801;11.313;7.3245;1.5767;LumA
TCGA-A8-A06Q-01;0.8692;3.3353;16.2267;13.9477;13.2171;9.5245;2.4353;9.9101;3.2121;6.247;13.5599;0.6333;4.8633;2.2803;11.285;9.8665;7.7563;12.985;10.8106;9.1825;12.056;0.0;1.7991;3.5542;6.7575;3.412;2.0112;0.0;0.8692;2.1066;5.3657;7.2296;0.3512;1.909;0.3512;8.097;0.6333;1.7991;0.0;1.2496;1.909;9.126;14.5222;10.6062;10.9939;1.2496;12.0652;7.6093;2.507;0.0;LumB
TCGA-A8-A06R-01;2.2061;2.5106;1.6638;0.4451;13.267;7.8644;6.8617;10.472;0.0;0.0;3.4274;10.6742;3.0407;3.2742;0.7848;11.2231;5.3232;0.0;10.2365;3.1027;6.5192;8.8262;3.3271;1.0596;5.9135;0.0;5.5404;9.4851;4.549;2.0884;5.8606;2.8368;9.4333;2.2061;0.0;2.5106;0.0;13.889;9.3277;1.0596;0.0;5.0981;12.4494;4.7367;11.9502;10.9313;6.3883;5.8961;2.2061;7.4289;LumB
TCGA-A8-A06T-01;1.2235;13.6886;9.2459;7.2416;3.4436;4.4123;0.3414;6.6486;7.9526;8.923;9.6747;0.0;13.928;2.0718;10.5876;4.1117;4.9622;11.2186;5.0108;1.5206;4.3941;1.649;0.3414;0.0;7.1712;1.2235;6.7088;0.3414;1.3797;0.3414;3.6723;7.6434;1.9772;10.829;5.1475;7.1577;0.0;2.7812;9.7832;0.3414;4.219;10.3644;8.358;6.4158;0.3414;4.1556;5.8006;13.6021;0.8489;0.0;LumA
TCGA-A8-A06U-01;15.0306;14.3066;12.5398;11.0955;6.601;2.5027;0.0;9.9165;0.0;2.8527;7.6782;0.8302;14.094;2.0397;10.623;5.7417;3.7492;14.2268;11.087;6.7951;1.1156;2.1701;4.5819;3.8692;9.8322;4.7581;9.1706;10.2623;6.7282;7.4501;10.0845;12.0594;10.3001;2.6883;8.3935;8.0355;1.5582;5.4134;10.0265;3.5238;0.474;6.6125;7.6616;7.347;5.1702;6.2119;4.4339;13.0755;4.1157;9.4382;LumA
TCGA-A8-A06X-01;1.5787;0.5819;0.5819;0.9953;4.7724;1.8007;7.5414;3.9912;6.002;7.0729;0.0;4.1205;5.2947;0.5819;0.0;10.781;2.8988;2.1627;10.0282;1.5787;0.0;7.8946;0.0;0.0;14.9904;1.8007;5.6202;0.9953;0.5819;0.5819;6.3483;1.3163;0.5819;1.5787;4.0356;8.598;0.5819;8.6017;9.1057;0.0;4.2391;3.6918;5.1407;1.8007;0.0;7.8424;2.3145;11.8346;0.0;1.3163;LumB
TCGA-A8-A06Y-01;10.9673;12.9525;3.8331;1.9631;5.0575;4.7597;4.8453;12.3557;3.3378;2.6744;6.844;0.0;14.6252;2.3621;9.7549;1.801;7.2689;14.9591;9.7823;0.0;1.9631;7.7237;4.1002;1.4095;13.4284;0.0;4.9261;7.471;2.8504;1.6185;4.8659;4.5203;7.348;4.9456;2.4739;7.718;0.0;1.6185;9.8551;0.4999;0.8704;5.1276;8.3139;13.2866;3.2775;9.5864;7.4265;6.6315;9.833;4.44;LumA
TCGA-A8-A06Z-01;16.5284;18.7746;0.3257;3.2264;6.1986;7.4069;10.3273;15.1572;0.3257;0.3257;12.0149;0.0;14.8079;1.5977;11.3602;12.6919;4.1472;6.6;10.2321;5.7793;0.8155;13.041;0.5913;0.3257;3.339;0.0;6.1272;3.3747;0.3257;0.0;0.3257;9.9808;2.6598;1.4716;0.0;7.3043;0.3257;5.3584;9.8463;0.0;0.3257;7.0384;6.4239;5.7397;0.0;7.792;5.9494;12.6536;9.8081;0.0;LumB
TCGA-A8-A075-01;0.0;8.7938;11.8972;8.8431;11.5929;8.9494;6.0104;7.6516;7.9565;8.7821;8.7938;12.7671;10.9883;2.7521;10.2027;5.6055;8.0571;0.78;10.7251;9.3546;10.1261;0.0;12.8077;0.4421;6.9992;0.78;4.6452;0.78;0.4421;1.0536;3.1519;9.3403;2.7521;3.6817;5.6679;7.9461;8.9575;6.7238;6.0024;0.4421;3.2638;9.9501;11.2063;6.4963;8.1781;7.5938;13.114;3.3167;0.4421;0.4421;LumB
TCGA-A8-A076-01;7.3468;9.6643;13.0579;10.8234;13.8689;12.3935;1.8842;7.9226;8.2645;8.445;11.7663;5.2846;8.8651;4.0225;6.0615;1.3192;6.7069;0.6764;10.3192;5.1447;2.8034;6.0355;6.6436;0.6764;10.6895;0.3774;4.8029;3.628;1.135;1.6291;2.6742;8.7646;5.1207;4.3532;5.1453;8.5361;10.0805;12.1378;8.4137;0.0;3.628;8.879;13.6963;7.3146;8.3971;7.2983;10.9314;6.3047;0.9238;1.6291;LumB
TCGA-A8-A079-01;10.6303;5.1929;3.0207;1.8917;9.4548;0.7465;1.4299;9.1137;6.7604;7.7983;13.927;0.0;13.4954;1.0119;7.6333;10.164;7.4072;15.4023;11.4229;1.0119;3.8293;10.5291;9.6669;3.4809;13.4698;0.0;4.2954;7.4329;2.3409;2.6047;3.9607;0.4209;7.5984;1.0119;5.1104;3.566;6.2381;5.4039;8.5445;0.4209;3.1364;6.0894;8.7263;2.4343;0.4209;7.4553;4.2188;2.3409;3.7223;4.8973;LumB
TCGA-A8-A07B-01;5.4067;1.8221;14.4612;11.4957;5.739;5.6688;6.0278;13.2554;3.3643;2.1313;8.6438;0.0;3.1056;3.8605;10.9823;11.7893;11.0711;0.0;9.776;0.0;9.0754;0.0;12.2464;3.2408;2.7902;0.0;0.0;5.0124;2.9565;2.7902;6.1007;7.0354;3.6819;0.0;0.0;7.9968;0.0;0.0;4.3535;0.0;0.0;8.8924;12.5457;8.8214;0.0;7.9133;11.4594;4.7202;0.0;7.0072;LumA
TCGA-A8-A07C-01;0.0;0.0;3.3658;1.2202;0.3403;2.3189;5.8224;0.0;1.5169;0.0;0.0;0.0;2.7763;1.5169;0.0;1.8717;5.2057;0.0;0.0;0.0;2.5329;1.8717;2.0675;4.6402;0.3403;3.5734;0.0;9.0527;12.2395;12.2658;13.9608;0.3403;8.8498;10.4842;0.0;0.0;0.0;11.6681;7.628;12.0641;2.3938;0.0;0.6153;1.0453;6.0245;1.2202;11.0387;2.0675;3.1231;7.832;Basal
TCGA-A8-A07E-01;1.9506;3.938;8.8518;5.9212;10.9992;10.9012;1.1017;9.3095;9.4568;10.0727;10.8803;10.5871;5.2135;1.8395;9.7473;8.1618;12.3952;3.4632;10.6673;14.6734;6.2107;0.6536;10.1991;7.7864;2.3252;0.3635;6.447;12.2971;6.5521;8.1604;9.2195;8.5394;11.9001;0.895;6.8352;6.3841;11.2982;13.3582;8.3648;1.2826;6.3234;5.5141;11.8204;5.5761;3.0789;5.2135;13.2692;8.3748;3.3461;9.9577;LumA
TCGA-A8-A07F-01;5.349;4.3453;10.8964;8.5511;10.3668;12.4293;11.2849;9.5958;4.3256;3.7761;6.0538;0.3517;13.8887;2.5093;11.0953;2.5777;8.5222;3.0318;9.9921;0.6343;5.2686;0.0;11.599;7.7972;7.227;1.5522;0.0;8.3716;4.4029;2.1982;7.1784;4.2438;8.6965;2.9823;1.2513;4.6765;1.4096;4.384;7.5812;3.5567;1.9111;10.4625;10.8563;8.5795;0.3517;8.0837;11.1051;2.0133;0.0;6.7002;LumA
TCGA-A8-A07G-01;2.2563;4.237;11.4629;10.4041;9.3167;11.0068;10.2653;13.8129;6.9535;6.4687;9.0115;5.0265;12.8142;4.0403;10.1998;8.2211;14.8642;8.5533;10.3708;6.0623;1.2471;1.9059;11.1311;10.4862;6.9733;6.743;11.3534;10.7118;5.2382;6.7197;9.1099;8.7106;10.7416;4.0701;3.7026;10.2369;0.0;8.3886;9.0173;2.6208;1.442;7.7684;9.3909;10.3268;6.837;11.2334;6.2583;8.6915;1.2471;8.0124;LumA
TCGA-A8-A07I-01;2.031;1.2159;12.6782;8.1944;10.2336;9.0101;6.0974;6.7152;8.9224;8.589;4.1857;0.0;8.7484;2.031;10.2314;2.031;3.7384;0.0;8.6615;2.4355;2.5486;0.0;5.0334;0.5271;12.3158;0.0;4.8906;8.2705;4.8021;2.5486;5.833;6.2472;8.5196;3.69;5.7991;2.031;1.2159;3.4197;8.7305;1.4667;4.4413;10.5097;11.5501;2.9287;1.2159;10.9878;3.2293;10.224;0.0;7.3589;Her2
TCGA-A8-A07J-01;0.0;6.8976;0.9412;0.546;6.3242;0.0;0.546;9.464;12.2339;12.8186;0.546;0.0;9.1303;0.546;9.2463;1.251;4.906;0.0;8.4193;5.6044;0.546;9.5847;10.9962;4.096;5.4371;0.0;3.1409;5.3904;1.251;1.251;2.9819;3.9746;5.7275;5.2404;9.8033;7.8316;9.3485;0.546;10.1888;0.0;8.8299;0.9412;9.5435;2.2266;0.0;7.216;5.2922;4.8611;10.739;3.1409;LumA
TCGA-A8-A07L-01;0.0;0.4251;2.2539;0.4251;6.8122;2.2539;9.4959;2.354;2.5355;2.354;0.7531;0.0;4.5618;1.9037;0.0;0.0;4.1251;0.4251;8.2247;0.0;1.0201;8.5237;2.354;1.2454;3.035;0.0;3.4513;6.4658;2.9091;1.2454;4.8459;0.4251;6.3554;5.6637;0.0;3.4513;3.026;3.6217;8.9578;0.4251;0.0;8.2972;8.0379;7.2163;6.1618;5.5522;12.8804;7.1758;0.0;3.6217;LumB
TCGA-A8-A07O-01;10.7433;12.7696;1.7623;2.4556;0.3774;4.1;4.2662;9.3918;0.0;0.0;6.1123;8.6053;8.8057;0.3774;5.1574;10.5326;0.3774;0.9238;4.5865;0.9238;1.4825;7.3415;2.2891;0.6764;0.0;2.6049;1.135;2.3748;11.5918;4.6044;12.4283;4.3103;1.8842;6.6777;0.3774;0.9238;0.0;11.1916;4.0746;5.1082;0.6764;1.6291;0.6764;4.5502;10.9364;3.4018;13.4617;6.8484;3.3604;6.7234;Basal
TCGA-A8-A07P-01;9.2292;11.4056;10.9537;9.7296;14.0318;2.9838;5.6754;7.6834;8.306;8.0385;10.0215;0.0;11.0099;4.1364;7.9261;1.7735;7.4834;2.2633;12.0359;5.6656;4.1364;7.9883;8.2283;4.3713;14.5646;1.4477;5.2337;7.6639;3.7108;1.2523;5.9337;11.4816;7.7909;6.5905;5.2858;10.1708;1.4477;8.9796;7.4779;0.0;2.9194;9.3068;14.6229;5.0044;1.2523;8.9263;6.1666;8.1106;2.2633;5.8147;LumA
TCGA-A8-A07R-01;0.0;8.5249;6.2823;4.3581;1.766;1.3223;1.4858;1.3223;1.4858;0.9263;0.0;1.4858;1.6326;2.2021;1.3223;13.0502;0.3786;0.9263;1.1378;0.3786;1.888;0.0;4.0273;11.8463;7.5953;4.0537;1.888;9.0011;12.0518;13.0225;14.2863;5.4763;12.9589;11.7006;0.0;0.0;0.0;9.3293;4.9266;3.088;6.1604;0.0;2.6093;6.2655;12.2447;3.3224;10.6466;9.0809;0.3786;8.8703;Basal
TCGA-A8-A07S-01;0.0;4.3514;12.6308;10.9594;13.9363;0.4165;10.1222;13.7056;7.8282;7.7338;11.0104;3.1207;14.9673;1.2258;11.3589;0.4165;12.3565;2.5074;10.2898;0.0;2.4198;12.8528;3.0052;0.0;3.5079;1.8788;5.3277;7.4405;3.0052;4.6875;6.2538;12.1412;7.9267;4.3033;4.8802;8.6461;0.0;9.6906;2.12;1.4187;2.3267;6.7017;11.9561;3.7781;9.8602;8.072;12.7893;12.1749;12.6496;5.432;LumB
TCGA-A8-A07U-01;0.0;1.5848;11.4204;9.6331;8.5658;3.9446;9.6374;4.9724;11.8359;11.6532;5.5543;6.9655;4.4722;0.8479;0.0;9.1098;0.8479;0.0;4.7112;7.3337;2.8071;0.8479;0.4853;0.8479;0.4853;15.6931;1.1374;7.0065;4.8377;12.664;14.1642;8.2467;11.2243;0.4853;9.0326;0.0;0.0;10.0471;3.9816;14.9803;7.854;2.632;9.2009;5.1777;8.9969;8.6953;8.5869;3.4592;0.4853;10.1477;Basal
TCGA-A8-A07W-01;0.3981;2.5278;7.7537;6.6414;9.3845;7.5753;1.3723;9.0665;9.2591;9.441;8.9133;0.0;8.7934;11.659;10.4383;0.7098;9.3041;6.8143;10.814;9.4094;6.2174;9.7524;1.9486;0.7098;6.8305;1.3723;7.4472;4.0227;1.5394;1.5394;2.0628;9.5379;3.5219;3.4398;6.7688;2.8789;1.7435;11.6695;0.0;0.0;4.3037;6.7604;11.3474;0.966;3.9942;10.2034;10.4442;1.1835;6.3859;2.6786;LumB
TCGA-A8-A07Z-01;0.0;10.9849;4.224;0.9874;11.901;5.5298;0.0;14.5024;3.4365;4.8582;1.7894;0.0;12.0915;4.7036;9.2567;1.9811;2.5639;10.4825;9.8139;1.5681;1.7894;9.676;3.9305;6.8141;10.3129;0.0;1.7894;8.4219;3.6771;5.084;4.4022;4.1055;8.6578;5.8206;2.3017;11.6579;4.7799;3.9763;0.0;1.5681;0.5766;6.3413;11.6997;8.7528;0.0;5.808;0.5766;11.0438;7.7129;6.8015;LumA
TCGA-A8-A081-01;12.1265;1.2019;6.5602;3.7251;14.0038;11.8448;1.2019;10.2548;5.5476;4.5624;11.0143;1.2019;10.287;12.2135;0.0;2.7488;10.7089;3.1379;9.6249;5.4445;13.6272;7.1962;12.626;2.6326;12.3905;3.9841;0.0;6.2851;2.8564;3.8604;6.0448;8.689;6.9083;3.5439;0.6043;9.7836;4.0724;11.2184;8.2687;2.1313;2.043;8.5142;14.5948;9.5844;12.2701;2.8036;12.5927;4.4294;0.0;3.8604;LumB
TCGA-A8-A082-01;3.9069;0.0;15.776;12.2476;9.5395;4.991;6.1334;9.6195;6.3681;5.6837;1.3785;2.7225;8.5368;15.4376;11.5156;0.0;6.8505;0.0;10.9677;0.0;9.1308;0.0;11.5023;0.0;12.3197;0.0;0.0;0.0;1.1375;1.3785;1.3785;6.0747;0.0;4.1538;2.9635;6.4296;5.2918;3.2327;9.1122;0.0;1.7655;9.9393;12.1484;1.585;11.9883;2.5361;2.433;6.9189;0.0;0.0;LumB
TCGA-A8-A083-01;0.0;2.3662;4.3744;1.4948;6.762;2.802;9.8146;13.266;1.0279;2.0416;1.2008;0.0;9.113;14.5372;11.1286;2.1298;10.4228;3.7233;11.4439;12.186;4.1605;11.8787;0.8312;6.6508;4.5284;0.0;1.6219;2.5047;0.0;1.0279;2.0416;3.574;2.6903;1.4948;0.0;6.0026;0.0;7.2956;10.3248;0.0;1.3552;11.1653;7.9663;4.6968;0.8312;4.8476;10.5875;0.0;13.3381;2.213;LumA
TCGA-A8-A084-01;14.7441;1.5527;13.2597;9.838;12.1947;16.9844;10.4502;12.6181;4.811;4.9797;10.9439;12.1287;11.6038;8.8408;11.7005;0.4717;13.8925;0.0;11.9503;3.648;9.0531;8.4632;10.7051;2.4959;6.0182;1.7314;14.6346;8.5786;4.6647;3.3067;6.9175;8.8851;8.5975;1.7314;3.5162;3.7826;4.0359;13.0098;9.9663;5.4314;2.2831;7.6367;10.4024;12.2143;0.4717;10.4558;14.84;2.5916;0.0;7.6055;LumB
TCGA-A8-A086-01;8.0872;11.6092;6.9774;6.9521;7.7105;1.6725;9.5231;6.1688;6.6539;4.9831;7.6171;0.0;9.2588;2.7945;10.4241;2.248;6.3838;11.5303;10.981;0.0;3.331;9.6575;7.6444;3.331;12.5377;6.248;6.963;10.3143;6.6176;6.289;9.695;8.1989;10.5626;11.5626;3.6148;6.3288;7.755;4.2809;8.6632;4.8171;2.3399;8.618;9.9378;6.6449;2.4263;9.9637;4.6295;7.5681;2.3399;8.9955;LumA
TCGA-A8-A08A-01;5.4494;0.4455;4.5052;1.2912;11.7437;3.6528;0.7854;17.8108;8.5692;8.4064;1.2912;0.0;14.3005;3.3795;9.7853;2.6842;14.2938;3.2755;10.2232;8.781;4.5504;3.3795;10.2768;11.6412;4.5052;0.4455;1.6649;2.7632;0.4455;2.2073;2.6006;9.0088;3.042;1.0603;5.9236;13.5745;0.0;6.2321;2.4173;0.4455;4.0176;9.0761;12.8623;7.1691;0.7854;4.5504;9.9952;10.6067;3.5674;0.0;LumA
TCGA-A8-A08B-01;13.6026;4.8271;17.5229;14.8703;9.6824;9.6255;0.0;7.6674;4.5289;5.2518;9.374;6.1454;8.0885;1.4682;8.0932;8.3647;11.4257;3.0121;9.8157;2.4375;11.4713;0.0;11.6592;5.0741;4.1525;0.0;2.8447;7.5836;2.6554;7.6034;7.206;6.0525;8.0506;1.4682;1.868;0.0;0.0;7.4803;10.2264;0.0;0.0;10.0798;11.8401;10.3556;12.8785;6.4378;12.6295;10.4369;2.1807;5.7784;Her2
TCGA-A8-A08C-01;6.5037;0.4207;15.0552;13.5287;2.3402;2.133;10.3774;14.5751;8.7664;8.7151;2.4336;2.604;13.5579;4.0511;10.6387;3.3898;14.7008;7.3536;7.9961;6.7679;6.0668;0.7461;0.4207;15.5059;10.6738;0.0;0.0;1.8911;0.4207;2.4336;3.3424;6.7996;2.0171;0.0;6.0813;5.5459;0.0;0.4207;10.3078;1.0114;4.9449;8.3551;6.6323;7.1724;0.0;8.5951;9.2224;4.2946;0.0;1.0114;LumA
TCGA-A8-A08F-01;0.511;15.1748;7.2018;7.0981;7.0153;5.3559;10.9015;9.8164;1.433;2.8827;8.465;0.0;7.9087;3.4855;10.3238;13.0146;7.8327;0.511;9.7425;0.0;0.8876;11.0652;5.3409;0.0;13.8546;2.7971;12.198;0.0;0.511;1.1859;1.8279;8.2093;1.991;11.2944;1.1859;10.7555;7.797;9.979;8.3209;0.511;1.433;8.0192;10.1779;3.0401;5.2947;4.1002;7.2906;9.0491;1.433;0.0;LumB
TCGA-A8-A08G-01;0.0;16.7017;6.3971;3.8428;8.7928;5.8108;11.4342;5.3282;8.5329;7.9214;0.9034;0.6602;8.2324;2.4202;9.5388;0.6602;1.9641;7.0043;6.2118;2.0676;2.3398;7.8213;2.3398;1.5999;4.8508;0.3676;4.3328;6.0058;1.8526;2.8844;4.5977;9.0522;6.2995;4.6653;5.5228;9.523;2.1292;10.0778;9.3153;1.1115;1.5999;8.2198;10.5477;4.8362;8.2476;6.1833;12.9141;13.0122;5.3793;4.5269;LumB
TCGA-A8-A08H-01;2.0421;6.4352;8.6699;6.7715;0.9191;9.0662;1.2243;6.4052;12.2864;12.1645;9.5616;1.8769;10.6276;3.3723;4.0131;2.4475;7.0778;8.4038;7.3102;2.7974;3.433;2.7637;6.9537;3.6534;10.4855;6.7237;2.7637;11.579;7.609;8.8741;10.3244;9.5105;11.935;7.9136;8.8324;1.2243;0.0;3.2425;0.0;5.4518;7.4673;6.2618;7.2857;8.2177;5.1048;0.0;6.1755;6.3352;0.5316;9.6665;Normal
