Unnamed: 0;KRT5;FABP7;TFF3;NKAIN1;WDR72;DEGS2;HOXC13;LOC145837;CA12;MLPH;PXDNL;CDH3;TFCP2L1;GATA3;PTGER3;PRSS33;TGFBR3;RDH16;DLX6;IL34;TMEM108;MCM10;FGD3;KSR2;LPO;F10;ADAMTS5;CEP55;CCDC8;DEPDC1B;SUSD2;NCAPG;TRIM2;UBE2T;C6orf211;LEPREL1;SPRY2;FANCA;AACSL;GSG2;PGAP3;DBNDD2;F2R;PPAP2B;MPHOSPH6;RUNX1;TIMELESS;PRPF3;RAB9A;USP36
MAPT;-0.1200255231813247;-0.3624990305139829;0.5438789327291934;0.4860441712303643;0.1430756357472859;0.5950866294766737;-0.0519750303301524;0.4980871121672789;0.6809791733648213;0.6183644342467436;-0.0033385820150117;-0.3480922210970936;-0.0968392790483983;0.6121978905566725;0.5249128847932099;-0.4436767871006795;0.2015890757621445;0.0786845655789008;-0.4638564032405708;-0.282736088917204;-0.1064888771727158;-0.4017479713946705;0.5106050980532906;0.4134876615533935;-0.4216709428406499;0.1699790917910874;-0.0515080916626311;-0.3913553932557665;0.1001958996781324;-0.336219489453957;-0.0129648830418486;-0.3354310641347988;-0.327099424485275;-0.2825294576850672;0.470369868875036;-0.1174776178211941;-0.090857306568215;-0.4359785679566779;-0.2031632659263846;-0.4065997426742328;0.0670338527447844;0.4048145576166629;0.2029150979896677;-0.01887011881639;-0.3797778961904636;0.3212761342563263;-0.1307119609139092;-0.2879850422441193;-0.3000762211845694;-0.097996163673094
TMEM45B;-0.1227564576718504;-0.1761601942221218;0.4685779650852086;0.1283575311906435;0.0837371639552624;0.5461573008031346;0.0951900663972051;0.4567539262398664;0.4246086538999534;0.5531031714144803;-0.062830111064167;-0.0763807787078393;-0.3305802886729382;0.3883072091424936;0.2207798219555588;-0.383224090996929;0.0208876451676702;0.1343350128338499;-0.3783166086383198;-0.2596514492957948;-0.1207022946545229;-0.2651994797711191;0.2805554631725356;0.1816971736241036;-0.2976535919561745;0.0655837121432353;0.018309646960621;-0.1812013474690627;0.0884985650414757;-0.1870966745185685;0.2002675146310139;-0.1856295736445774;-0.2610511961976925;-0.14736360576994;0.2085840724391338;-0.1383945865396404;-0.0537013783944122;-0.2940524198184158;-0.1285067921560197;-0.2636918248305224;0.3463618637919606;0.0229963917657736;0.2205776949753757;-0.0003230805903233;0.0866017073537056;0.2658239096126107;-0.1220156877786756;-0.2633157554337745;-0.0881047769744707;-0.250116002022796
MLPH;-0.28153428370658;-0.4766054825884354;0.7926869742119472;0.428042269505202;0.181840866517906;0.7800419649110205;-0.0021906222563645;0.7371390240353939;0.7627539897479737;1.0;-0.0613715469214068;-0.4199285760399163;-0.3269846358353973;0.7854260079341007;0.3552291355797869;-0.5948958942866952;0.0176064982083062;0.2490845585044383;-0.6320065731242552;-0.4006046190059568;-0.2167366277208223;-0.3911554310804505;0.4615837820368683;0.3183130565406416;-0.528002580686841;0.1074491083484922;-0.1934619204121004;-0.3085267991410096;0.0353297634129803;-0.272070344718134;0.1639676924926186;-0.27633842524193;-0.4987621979721896;-0.1790998165490908;0.5578296856500753;-0.2758116440132391;-0.2334116823210099;-0.3854591709796264;-0.198499169231143;-0.406801860304297;0.3611351044316296;0.3364777678586028;0.2940656989891672;-0.0921805744848173;-0.2265506743999524;0.2633436059967883;-0.0401168139719116;-0.2873294344749469;-0.2962847017931507;-0.1977311963216096
FGFR4;0.0507202327263832;0.1269810713882521;0.068026742123872;-0.0496747777626185;-0.0784640477845641;0.0200686240639325;0.2799173594195464;0.0099279399434148;-0.1161112271419845;0.0426825702596533;-0.1263720698092159;0.1913342781682403;-0.1033210066718357;-0.0040856460242544;-0.2663259021013307;0.0256211917804396;-0.2562858411724355;0.1205193481892204;-0.0034483947225376;0.0454876235649326;0.1746374729636886;0.2205389681449297;-0.1343722571820804;-0.1505011085742258;0.0794562009835592;-0.0214621301639454;-0.119249648206259;0.2118209308472618;0.04725327517321;0.1855747920125611;0.3403364556155709;0.214229394635719;-0.0852429691651908;0.2505857276582284;-0.1283450457338876;-0.1311808622046459;-0.1151434234679762;0.1875435131858941;0.1248293641627771;0.2063488670071205;0.3174966349694716;-0.3430053407253761;0.0769435535805791;-0.1121582403446901;0.3941771302635087;-0.1142576046328117;0.2061931677548128;-0.0062721531543366;-0.00588343944112;-0.0459628072007842
EGFR;0.5553627994261326;0.5507728244583098;-0.4464138380674782;-0.4475828528232083;-0.0537510463582028;-0.5379893921630454;-0.0599601361289014;-0.4433059517327936;-0.4360347247943461;-0.4947571747236358;-0.1477841689135112;0.4650027856577159;0.2489819253870195;-0.5683129011164756;0.0505057934302395;0.2668936106349069;0.323797822840432;-0.3869818856406722;0.3328187784028777;0.5287452926225881;0.3116658556402478;-0.0753420213793148;-0.3763997679363609;-0.14809237861187;0.3281894854330786;0.380996089064395;0.6815771251040734;-0.1679780898531768;0.4206659187691853;-0.1752458151943948;0.0629462266996861;-0.1973648871014163;0.6207475449203924;-0.3290471000791207;-0.4707880108281573;0.5584612242360991;0.6758006545848955;-0.0535170038198426;0.0699748567801599;-0.0073913364564468;-0.2424067209219225;-0.4276794453206163;0.1358507902562376;0.6264546244799728;0.1982839672105341;0.1440558687797817;-0.2905299777957871;-0.0286080604864685;0.2333878848169012;0.013945105865767
CDH3;0.6097662751274642;0.5498624820985331;-0.39329977997192;-0.2845912781073632;0.0047311087002884;-0.3341391297178301;0.2407710562472078;-0.4131068035083573;-0.3407199937015506;-0.4199285760399163;-0.1914058929871773;1.0;0.3367735971755192;-0.3708803719384487;-0.1541384269255102;0.412394343836028;0.0369439258578835;-0.1185072655669992;0.324998450210551;0.5362330669731743;0.2501694792477729;0.201565313102421;-0.1368252764954584;-0.1876714316607409;0.423797594640997;0.0755518402305926;0.2324562739274922;0.1652937399401864;0.3446093995987525;0.1360801910079065;0.1383021280026074;0.1217902594194698;0.4089656122625504;0.0907097859492562;-0.4595027337968362;0.3920801725648709;0.2820988273177337;0.2576166058974631;0.0926932302852409;0.2249384249145402;-0.0859591009749462;-0.2908950874154116;-0.0002686403627635;0.1505748500224063;0.2889934674904763;0.167620583558451;-0.0365455278782895;0.1910832992653597;0.2065668626056498;0.0554744603537959
MYBL2;-0.0883699090208528;0.0627756718532644;-0.2522588906505048;0.1320586409421316;-0.0255862310640345;-0.191295047933573;0.3357439276835995;-0.2705237253106196;-0.2831198255509242;-0.3004661011048287;0.1022054109542139;0.2267075385316005;0.0208729833752226;-0.2178316665807878;-0.4724844098212611;0.2659223768207011;-0.5304270889502835;0.2761268603215515;0.1978211274884803;-0.06193314579947;0.054698364785091;0.8729564528335786;-0.1689699612153077;-0.2770843579270097;0.2672168476459718;-0.4392949820931108;-0.4433727560926452;0.8808727707252562;-0.2892918995564951;0.8489338079393405;0.0952441646455707;0.870014180909931;-0.1571778308630066;0.8339351114139117;-0.1292340351868129;-0.3166699995262251;-0.4685573421399713;0.8187110141207962;0.2657502291535535;0.7853254180639884;0.0777442663627905;-0.1674404956097539;-0.0836508713542064;-0.4890080119046844;0.2368608372810666;-0.220262974246565;0.7411071570004976;0.3372919338685118;-0.0543089620102139;0.1484012152708864
UBE2C;-0.1547619047886185;-0.0263389984865111;-0.1886488825810499;0.1953521116513854;-0.0027384190961442;-0.1026541901643903;0.3253002677968183;-0.1991670009022272;-0.2148980042355178;-0.2341387000461747;0.1169115900302446;0.152958979827939;-0.0200043162904762;-0.1259967030210749;-0.4959128781088569;0.2520375318821653;-0.5537898668326033;0.3221755817202596;0.1910889724283597;-0.1417988628569038;0.0122877324433851;0.852301932934423;-0.1000103282830226;-0.2233803558015968;0.2337703923607426;-0.519149131057334;-0.5395009364361786;0.9089415435242432;-0.3781734939376363;0.8772933205513261;0.0693095939956078;0.904229491313038;-0.2123065397373596;0.8945782477105941;-0.0593234489891752;-0.3752485547039532;-0.548614716969789;0.7864558810711323;0.2608613454188188;0.7552557922479726;0.0926275597744583;-0.0531843207991574;-0.0970597080124697;-0.5859405374827036;0.1929532986479791;-0.2159037541103405;0.716964671735631;0.3491612948925663;-0.0478389222184049;0.1332661048889284
FOXC1;0.5769309845817706;0.6064789370650784;-0.6381511524504307;-0.4924969042978609;-0.117404768900794;-0.638301478373903;-0.0176188189840216;-0.6535637914473467;-0.6453081586502479;-0.7148769623895221;-0.0873131716901818;0.5656219333047507;0.4718846579903417;-0.6708388421222407;-0.225235526630439;0.6041122081887728;0.1706920749826179;-0.3605082565162558;0.5889827724719489;0.6910911890307683;0.337673487285231;0.110913123608693;-0.3812371318732127;-0.3150355708132756;0.5260268477260819;0.1686028310807592;0.3944343796840469;0.0493707924793121;0.2953710165065989;0.0209888849054295;-0.0399639762913242;0.0109887270729937;0.6555393760469346;-0.0497027068369692;-0.6082921444188963;0.546146610052873;0.5244063316573943;0.1756915621943717;0.117776703600957;0.1454056473838604;-0.3161533355431857;-0.2659649906115697;-0.0955158530488215;0.3126651559003271;0.2110086337258373;-0.012415874055829;-0.2219412430811461;0.2111178707450056;0.3102481764173823;0.1251580254033209
BIRC5;-0.1575966739311551;0.0049636225403988;-0.2185706959457271;0.1783974135221088;0.0057303536182247;-0.1429249730548321;0.2846558713603986;-0.2204346767395518;-0.2300099587053078;-0.2612674354650376;0.09809955804149;0.15096234594669;0.0266155971972705;-0.1500142904804652;-0.4940901516070746;0.2713365661670465;-0.5404010202139187;0.2742577250820341;0.2116809031399013;-0.1280989884657278;-0.0056323606667609;0.8523700222640525;-0.1307662227478259;-0.2183501285543908;0.2816480463249997;-0.524295939897271;-0.5159685211075845;0.8959709431241517;-0.3707625840942378;0.8624687004160455;0.0340315590709903;0.8919717405895216;-0.1653334340997101;0.8651206412679422;-0.0671253578494219;-0.3273941678164113;-0.5168684565363137;0.7708793891394429;0.2441201428958401;0.7573733086312785;0.0501961856006742;-0.104501384980495;-0.1373337001474566;-0.5683092234780789;0.1893633393162063;-0.2259566899677806;0.7124160947792054;0.3566098953215531;-0.063201880078803;0.2730334493570266
MELK;-0.1737985968363276;-0.0198943211496033;-0.250196679633751;0.1228648480201727;-0.0347147280539961;-0.178224647433128;0.283690526062476;-0.2437448450210339;-0.2501083763715933;-0.3031201342778798;0.1267725114831801;0.1548720766440854;0.0172656959718919;-0.1745610626540903;-0.4632445733195516;0.2669341160852907;-0.5232628703402619;0.2173322572318979;0.2034223518012127;-0.1697558645205584;0.0118185913261528;0.903204452300984;-0.1327310962887913;-0.2104341300703466;0.242846774939718;-0.5544078291543455;-0.4739037923632975;0.9389656885561368;-0.4197952233628729;0.8948976141846903;0.03884349348788;0.9226659777131222;-0.1420786776034091;0.8690210363775079;-0.0680011750632581;-0.348905570223689;-0.5087003795348712;0.797764548923144;0.2281687075552931;0.8250000274899701;0.0300126285780607;-0.1687665788443974;-0.0429582132082444;-0.5189520371477803;0.1802192836872606;-0.1806094891900215;0.7350892121548799;0.3873228732181186;-0.0252209344193764;0.1241625755471486
SLC39A6;-0.2393027544483178;-0.4398044157166626;0.5173424962261027;0.5322430407099591;0.2549274456788007;0.5516188230366196;-0.094879951124441;0.5790761206751387;0.6601782282429606;0.5943031962676546;0.0212079842446312;-0.3573731650129708;-0.0925336128154109;0.6496056007803892;0.3037193667544631;-0.414508477356407;0.0723254888388311;0.1918666997371613;-0.3954179117011597;-0.423822964421075;-0.2557437373116046;-0.2028660974431927;0.3559920133454443;0.4034983971898494;-0.4206599725688225;-0.1257098442838682;-0.2050672205829708;-0.1553428899579439;-0.1048966875406663;-0.0992105592682758;-0.0845092283221809;-0.1347575821914498;-0.2938351743456027;-0.0890505285976997;0.6460741010699342;-0.2364505237535554;-0.233953102147107;-0.2421891882745426;-0.1475441648405808;-0.2106592791466794;0.0706351273012142;0.4656955636229234;0.1875681067113917;-0.1549763043849882;-0.3977041362239822;0.2334857130358701;0.0890942938701243;-0.1946208532796974;-0.2560254616490975;0.0092795708668967
EXO1;-0.1705429806602925;-0.0037298923187045;-0.2553053178996415;0.1184211329488046;-0.0023857633348195;-0.1570418305309686;0.3071211674918943;-0.225827466630436;-0.223855859626991;-0.2799266218989452;0.1009392999618509;0.1818505516010156;0.0032096997633962;-0.1674221256952215;-0.4724750545356547;0.2619851164195051;-0.4935371096622246;0.226354533772966;0.1842958812968258;-0.1757361700191235;-0.0072204547183149;0.9070899931492632;-0.1288238052101853;-0.2110828713607564;0.2443890666795943;-0.5616564993677443;-0.4558185260864227;0.917582980046429;-0.3879073845778845;0.8963115379050892;0.0078862807105667;0.910528657105368;-0.1243222048518703;0.8916883693985054;-0.0604256024270941;-0.3360827633906213;-0.5152235135249029;0.7871527459898894;0.2191964282853628;0.842029668459718;0.0444809276287961;-0.1924791437696667;-0.0423501918241172;-0.5237179823059095;0.1951282699255731;-0.1575041516779893;0.7645426416053009;0.4072461267387895;-0.0333442551623079;0.1343600342613581
CDC20;-0.0627566755224502;0.0971155892781766;-0.3116486955048927;0.0790708456669741;-0.0391971637599496;-0.2000640615756024;0.3046006494933843;-0.3146436288792705;-0.3218652462896644;-0.3583587716433732;0.0968873142935688;0.2664149671118606;0.0724370716076398;-0.2530296815717905;-0.5137674028926393;0.3591762000246621;-0.4913805151948018;0.2195659004214286;0.2809215691771335;0.0021269576906545;0.0571028643366873;0.8342949928127616;-0.1099244386225506;-0.2505936466793804;0.348292115336878;-0.4784366879593952;-0.4664933225888262;0.8896859957595042;-0.3092434132649451;0.8400016796797081;0.0659418771589868;0.871634557800526;-0.1169142936657117;0.8376704489594744;-0.2029847957653666;-0.2531406988413269;-0.4655708461509552;0.8081558942798331;0.2482105239873454;0.7828541522702933;0.0434241340532971;-0.1741168669519697;-0.1465898093647555;-0.5179947937619518;0.2376519197370014;-0.1904586468218848;0.6647531670747937;0.3863878315603793;-0.0229698781166109;0.1505937932393193
PHGDH;0.337342267757351;0.4803048970199686;-0.4537169695957274;-0.422047702046822;-0.1194421729509992;-0.4854698795960899;0.0766862541878634;-0.4299913286102942;-0.5372878505777049;-0.52058887471979;-0.0889192574479569;0.3954284869876029;0.2279682081375629;-0.5818363734316379;-0.3146520281563984;0.4346848697514199;0.0713087502346813;-0.1571844344556452;0.3985765514964944;0.4477988535211568;0.2282154175413049;0.2305350765619258;-0.330325481049749;-0.2636802828785644;0.4481931390205268;0.0783132016714747;0.1560186954587821;0.172896418297544;0.1325637831175956;0.156784441326873;-0.005134421671157;0.1494077341774388;0.3909148186530546;0.1349092166876299;-0.519584154718772;0.2884400237982784;0.223643119747343;0.26552599525797;0.1309193896726551;0.2248348450470098;-0.0686414767418491;-0.3533792206000872;-0.3249169197683839;0.092355359813165;0.3039510914228674;-0.2112563627998275;-0.0002261905049777;0.2583438854955819;0.2521129628375436;0.0216148217156523
RRM2;-0.2205316748354515;-0.0522326567618062;-0.1399767357663044;0.1764769950564258;0.0081852712794704;-0.0873013133972467;0.2644669550476499;-0.0990554878303286;-0.157429274449362;-0.1766424547032201;0.1018935995164824;0.0930595131151308;-0.1059933891754196;-0.1003518477921487;-0.4791310245793782;0.1509404485651987;-0.5117009218595809;0.2459037243558501;0.1059249264227766;-0.2472995979901197;-0.0553864138264664;0.8424877910061851;-0.1241816903468088;-0.162109023803683;0.1687094313625238;-0.5381975242701043;-0.4722070893250896;0.8962137712750529;-0.4296797536476183;0.8735338833671238;0.0924177527633761;0.891937420941098;-0.184858190072991;0.8302886924322577;-0.0064317526471745;-0.3837087591858879;-0.5248226763419374;0.7438774156210858;0.2258894689229777;0.768425335866493;0.1119808091619157;-0.1867254878763678;0.006477089707123;-0.4915289321992052;0.2099562796355598;-0.1635643977413755;0.7313625714548473;0.2707159210840114;-0.0449071573963265;0.0786436174837371
KIF2C;-0.1239262936739912;0.0192344436932901;-0.2848390604758545;0.148374419267134;-0.0049023917070782;-0.1829518461411242;0.2922291602960894;-0.2784092158071849;-0.2634345330632203;-0.3206040150868654;0.109361268468938;0.2113067245356954;0.0577462766456053;-0.1951637213167772;-0.4827243342341869;0.2893227814837601;-0.5104932105928078;0.2488495248227816;0.2391169748309375;-0.1018064684234939;0.0425661081923679;0.8858174983926557;-0.1043942229379614;-0.2090562871944304;0.2815294417367659;-0.5304474599059812;-0.4863349878534196;0.9313411723552566;-0.362699065999885;0.888654661835135;0.039968966633554;0.9196708923391708;-0.1391378978506145;0.8600653917540491;-0.1110682288387028;-0.3071541451112715;-0.5011939529450036;0.8211193961446749;0.2496700067815574;0.8286574833077789;0.0268495830242652;-0.1693978932148994;-0.0892276643931908;-0.5222219234923042;0.1983894918883206;-0.1914754507283455;0.7404309775074482;0.3748408572918963;-0.0584251168612161;0.193414374427002
ANLN;-0.1630909727612817;-0.0072925587682394;-0.2880077347126368;0.0981529751372282;-0.0089631459968315;-0.2154788561389286;0.2636747033771663;-0.2571031699611641;-0.2467813242038128;-0.3205085757953987;0.1416417135910903;0.1983712657764161;0.0171777851351309;-0.2179588008060023;-0.4227838355283391;0.2872380374137621;-0.4726776136675946;0.1528207465700561;0.2265009028650489;-0.1663463833150338;-0.0223350007094483;0.870791464536755;-0.137076767394416;-0.1807049035635319;0.2551624230981913;-0.5495402505859976;-0.3787056516538242;0.909345258085933;-0.39530131057668;0.8684083798354263;0.0571718389818265;0.8871130590487531;-0.0557178873048722;0.8221595669090705;-0.072210982092047;-0.3118886263759318;-0.4401515546936409;0.7501476931102775;0.2490222321214941;0.8187549320050032;-0.0068245013667188;-0.2186965274775209;0.0318279014788644;-0.4453001811503808;0.1902399703784799;-0.0805621526325328;0.697233798254934;0.3564536792196409;-0.0300803026092485;0.1398819207640758
